Geographic Area,City,Median Income
TX,Groveton city,30684.0
TX,Gruver city,45357.0
TX,Gun Barrel City city,36939.0
TX,Gunter city,61250.0
TX,Gustine town,37589.0
TX,Guthrie CDP,56250.0
TX,Hackberry town,90694.0
TX,Hale Center city,35750.0
TX,Hallettsville city,35687.0
TX,Hallsburg city,70000.0
TX,Hallsville city,75213.0
TX,Haltom City city,45745.0
TX,Hamilton city,31172.0
TX,Hamlin city,38170.0
TX,Happy town,39583.0
TX,Hardin city,44474.0
TX,Hargill CDP,13382.0
TX,Harker Heights city,64494.0
TX,Harlingen city,34466.0
TX,Harper CDP,42250.0
TX,Hart city,43750.0
TX,Hartley CDP,49583.0
TX,Haskell city,36897.0
TX,Haslet city,104000.0
TX,Havana CDP,36643.0
TX,Hawk Cove city,30938.0
TX,Hawkins city,48333.0
TX,Hawley city,51316.0
TX,Hays city,90357.0
TX,Hearne city,37218.0
TX,Heath city,148661.0
TX,Hebbronville CDP,33075.0
TX,Hebron town,144688.0
TX,Hedwig Village city,84179.0
TX,Heidelberg CDP,40255.0
TX,Helotes city,114730.0
TX,Hemphill city,27344.0
TX,Hempstead city,33188.0
TX,Henderson city,42232.0
TX,Henrietta city,46548.0
TX,Hereford city,41250.0
TX,Hermleigh CDP,63229.0
TX,Hewitt city,70348.0
TX,Hickory Creek town,90270.0
TX,Hico city,34231.0
TX,Hidalgo city,40302.0
TX,Hideaway city,69110.0
TX,Higgins city,54444.0
TX,Highland Haven city,58750.0
TX,Highland Park town,183594.0
TX,Highlands CDP,54219.0
TX,Highland Village city,135404.0
TX,Hill Country Village city,218750.0
TX,Hillcrest village,80833.0
TX,Hillsboro city,28422.0
TX,Hilltop CDP (Frio County),56094.0
TX,Hilltop Lakes CDP,70074.0
TX,Hilshire Village city,148750.0
TX,Hitchcock city,49872.0
TX,Holiday Beach CDP,24279.0
TX,Holiday Lakes town,30833.0
TX,Holland town,33214.0
TX,Holliday city,61944.0
TX,Holly Lake Ranch CDP,56821.0
TX,Hollywood Park town,81500.0
TX,Homestead Meadows North CDP,33712.0
TX,Homestead Meadows South CDP,34753.0
TX,Hondo city,37341.0
TX,Honey Grove city,30200.0
TX,Hooks city,32650.0
TX,Horizon City city,56911.0
TX,Hornsby Bend CDP,49077.0
TX,Horseshoe Bay city,83784.0
TX,Horseshoe Bend CDP,37917.0
TX,Houston city,46187.0
TX,Howardwick city,33750.0
TX,Howe town,44079.0
TX,Hubbard city,31202.0
TX,Hudson city,34570.0
TX,Hudson Bend CDP,99773.0
TX,Hudson Oaks city,103125.0
TX,Hughes Springs city,25234.0
TX,Hull CDP,44907.0
TX,Humble city,38682.0
TX,Huntington city,39559.0
TX,Huntsville city,30799.0
TX,Hurst city,53788.0
TX,Hutchins city,36403.0
TX,Hutto city,71836.0
TX,Huxley city,41563.0
TX,Iago CDP,170625.0
TX,Idalou city,60938.0
TX,Iglesia Antigua CDP,31094.0
TX,Impact town,28472.0
TX,Imperial CDP,76875.0
TX,Indian Hills CDP,34662.0
TX,Indian Lake town,34167.0
TX,Industry city,47750.0
TX,Inez CDP,68958.0
TX,Ingleside city,60977.0
TX,Ingleside on the Bay city,61250.0
TX,Ingram city,48796.0
TX,Iola city,54531.0
TX,Iowa Colony village,74018.0
TX,Iowa Park city,45208.0
TX,Iraan city,60875.0
TX,Iredell city,40556.0
TX,Irving city,52154.0
TX,Italy town,41500.0
TX,Itasca city,37750.0
TX,Ivanhoe city,30066.0
TX,Jacinto City city,26735.0
TX,Jacksboro city,50139.0
TX,Jacksonville city,29453.0
TX,Jamaica Beach city,58889.0
TX,Jarrell city,55469.0
TX,Jasper city,28431.0
TX,Jayton city,43672.0
TX,Jefferson city,36683.0
TX,Jersey Village city,65280.0
TX,Jewett city,50750.0
TX,Joaquin city,35089.0
TX,Johnson City city,38090.0
TX,Jolly city,52500.0
TX,Jones Creek village,66512.0
TX,Jonestown city,58355.0
TX,Josephine city,70972.0
TX,Joshua city,51653.0
TX,Jourdanton city,54375.0
TX,Juarez CDP,14449.0
TX,Junction city,27319.0
TX,Justin city,75898.0
TX,Karnes City city,31713.0
TX,Katy city,70526.0
TX,Kaufman city,40595.0
TX,K-Bar Ranch CDP,64638.0
TX,Keene city,39113.0
TX,Keller city,118453.0
TX,Kemah city,70500.0
TX,Kemp city,32917.0
TX,Kempner city,38359.0
TX,Kendleton city,15208.0
TX,Kenedy city,39970.0
TX,Kenefick town,44500.0
TX,Kennard city,23824.0
TX,Kennedale city,73750.0
TX,Kerens city,30799.0
TX,Kermit city,54745.0
TX,Kerrville city,39206.0
TX,Kilgore city,58643.0
TX,Killeen city,47763.0
TX,Kingsbury CDP,43559.0
TX,Kingsland CDP,41276.0
TX,Kingsville city,36306.0
TX,Kirby city,48303.0
TX,Kirbyville city,22639.0
TX,Kirvin town,48750.0
TX,Knippa CDP,29148.0
TX,Knollwood city,44345.0
TX,Knox City town,44632.0
TX,Kosse town,35417.0
TX,Kountze city,42434.0
TX,Kress city,45781.0
TX,Krugerville city,100139.0
TX,Krum city,77692.0
TX,Kurten town,62917.0
TX,Kyle city,72746.0
TX,La Blanca CDP,33519.0
TX,Lackland AFB CDP,61090.0
TX,LaCoste city,47727.0
TX,Lacy-Lakeview city,33653.0
TX,Ladonia town,30313.0
TX,La Feria city,30825.0
TX,Lago Vista CDP,15455.0
TX,Lago Vista city,75126.0
TX,La Grange city,41757.0
TX,La Grulla city,23322.0
TX,Laguna Heights CDP,22500.0
TX,Laguna Park CDP,44583.0
TX,Laguna Seca CDP,38678.0
TX,Laguna Vista town,54531.0
TX,La Homa CDP,28197.0
TX,La Joya city,31932.0
TX,Lake Bridgeport city,43750.0
TX,Lake Brownwood CDP,38750.0
TX,Lake Bryan CDP,48218.0
TX,Lake Cherokee CDP,68478.0
TX,Lake City town,42500.0
TX,Lake Colorado City CDP,73906.0
TX,Lake Dallas city,68933.0
TX,Lake Dunlap CDP,50833.0
TX,Lakehills CDP,54754.0
TX,Lake Jackson city,73399.0
TX,Lake Kiowa CDP,79205.0
TX,Lake Medina Shores CDP,42904.0
TX,Lakeport city,48125.0
TX,Lakeshore Gardens-Hidden Acres CDP,49261.0
TX,Lakeside town (San Patricio County),46250.0
TX,Lakeside town (Tarrant County),80167.0
TX,Lakeside City town,84375.0
TX,Lake Tanglewood village,104750.0
TX,Lakeview town,36250.0
TX,Lakeway city,113672.0
TX,Lakewood Village city,94375.0
TX,Lake Worth city,46827.0
TX,Lamar CDP,39679.0
TX,La Marque city,43692.0
TX,Lamesa city,40757.0
TX,La Minita CDP,68958.0
TX,Lampasas city,38989.0
TX,Lancaster city,49240.0
TX,Lantana CDP,135347.0
TX,La Paloma CDP,30000.0
TX,La Paloma-Lost Creek CDP,48155.0
TX,La Paloma Ranchettes CDP,73510.0
TX,La Porte city,68341.0
TX,La Presa CDP,23370.0
TX,La Pryor CDP,26774.0
TX,La Puerta CDP,31250.0
TX,Laredo city,39711.0
TX,Lasana CDP,53750.0
TX,Lasara CDP,26484.0
TX,Las Lomas CDP,24934.0
TX,Las Lomitas CDP,43917.0
TX,Las Palmas II CDP,12414.0
TX,Las Quintas Fronterizas CDP,22455.0
TX,Latexo city,31364.0
TX,La Tina Ranch CDP,14936.0
TX,Laughlin AFB CDP,52149.0
TX,Laureles CDP,24432.0
TX,La Vernia city,65357.0
TX,La Victoria CDP,58393.0
TX,La Villa city,25909.0
TX,Lavon city,73654.0
TX,La Ward city,43438.0
TX,Lawn town,52750.0
TX,League City city,93675.0
TX,Leakey city,30917.0
TX,Leander city,80178.0
TX,Leary city,52917.0
TX,Lefors town,47188.0
TX,Leming CDP,32143.0
TX,Leona city,77500.0
TX,Leonard city,37155.0
TX,Leon Valley city,61450.0
TX,Leroy city,65375.0
TX,Levelland city,48802.0
TX,Lewisville city,57267.0
TX,Lexington town,42500.0
TX,Liberty city,48055.0
TX,Liberty City CDP,59919.0
TX,Liberty Hill city,50074.0
TX,Lincoln Park town,41250.0
TX,Lindale city,58946.0
TX,Linden city,25690.0
TX,Lindsay city,83750.0
TX,Lindsay CDP,30769.0
TX,Linn CDP,38750.0
TX,Lipan city,46406.0
TX,Lipscomb CDP,72917.0
TX,Little Elm city,82563.0
TX,Littlefield city,35642.0
TX,Little River-Academy city,47350.0
TX,Live Oak city,61043.0
TX,Liverpool city,38295.0
TX,Livingston town,38689.0
TX,Llano city,35950.0
TX,Llano Grande CDP,31013.0
TX,Lockhart city,48884.0
TX,Lockney town,38750.0
TX,Log Cabin city,32000.0
TX,Loma Linda East CDP (Jim Wells County),75455.0
TX,Loma Vista CDP,41429.0
TX,Lometa city,25688.0
TX,Lone Oak city,50179.0
TX,Lone Star city,29028.0
TX,Longview city,44544.0
TX,Loop CDP,46528.0
TX,Lopezville CDP,32004.0
TX,Loraine town,26875.0
TX,Lorena city,53125.0
TX,Lorenzo city,36667.0
TX,Los Barreras CDP,31683.0
TX,Los Ebanos CDP (Hidalgo County),16603.0
TX,Los Ebanos CDP (Starr County),19539.0
TX,Los Fresnos city,51514.0
TX,Los Indios town,27500.0
TX,Lost Creek CDP,165714.0
TX,Lott city,41528.0
TX,Louise CDP,41250.0
TX,Lovelady city,38333.0
TX,Lowry Crossing city,92115.0
TX,Lubbock city,44648.0
TX,Lucas city,119194.0
TX,Lufkin city,39890.0
TX,Luling city,39157.0
TX,Lumberton city,61963.0
TX,Lyford city,25060.0
TX,Lytle city,46942.0
TX,Mabank town,33764.0
TX,McAllen city,44254.0
TX,McCamey city,37000.0
TX,McDade CDP,67045.0
TX,Macdona CDP,55000.0
TX,McGregor city,39898.0
TX,McKinney city,81459.0
TX,McKinney Acres CDP,45139.0
TX,McLean town,38456.0
TX,McLendon-Chisholm city,110625.0
TX,McQueeney CDP,56047.0
TX,Madisonville city,31745.0
TX,Magnolia city,43594.0
TX,Malakoff city,26842.0
TX,Malone town,42841.0
TX,Manchaca CDP,82328.0
TX,Manor city,67542.0
TX,Mansfield city,90089.0
TX,Manvel city,82235.0
TX,Marathon CDP,43750.0
TX,Marble Falls city,41120.0
TX,Marfa city,44583.0
TX,Marietta town,30893.0
TX,Marion city,42875.0
TX,Marlin city,26370.0
TX,Marquez city,43750.0
TX,Marshall city,35702.0
TX,Mart city,33726.0
TX,Martindale city,43929.0
TX,Mason city,28685.0
TX,Matador town,30903.0
TX,Matagorda CDP,32102.0
TX,Mathis city,32538.0
TX,Maud city,38077.0
TX,Mauriceville CDP,60777.0
TX,Maypearl city,60789.0
TX,Meadow town,54500.0
TX,Meadowlakes city,76402.0
TX,Meadows Place city,88646.0
TX,Medina CDP,27520.0
TX,Megargel town,51136.0
TX,Melissa city,116944.0
TX,Melvin town,32500.0
TX,Memphis city,30371.0
TX,Menard city,32438.0
TX,Mercedes city,29945.0
TX,Meridian city,35188.0
TX,Merkel town,34460.0
TX,Mertens town,30750.0
TX,Mertzon city,52303.0
TX,Mesquite city,49604.0
TX,Mexia city,30857.0
TX,Miami city,55000.0
TX,Midland city,69173.0
TX,Midlothian city,74881.0
TX,Midway city,53750.0
TX,Midway North CDP,26389.0
TX,Midway South CDP,30481.0
TX,Miguel Barrera CDP,45365.0
TX,Mikes CDP,34479.0
TX,Mila Doce CDP,23716.0
TX,Milam CDP,30493.0
TX,Milano city,28194.0
TX,Mildred town,52083.0
TX,Miles city,48333.0
TX,Milford town,48393.0
TX,Miller's Cove town,23750.0
TX,Millican town,62813.0
TX,Millsap town,57679.0
TX,Mineola city,41724.0
TX,Mineral Wells city,33125.0
TX,Mingus city,31071.0
TX,Mirando City CDP,27188.0
TX,Mission city,41818.0
TX,Mission Bend CDP,60135.0
TX,Missouri City city,87955.0
TX,Mobeetie city,43889.0
TX,Mobile City city,26875.0
TX,Monahans city,50389.0
TX,Montague CDP,45000.0
TX,Mont Belvieu city,105125.0
TX,Monte Alto CDP,23611.0
TX,Montgomery city,48125.0
TX,Moody city,38182.0
TX,Moore Station city,24375.0
TX,Moran city,38056.0
TX,Morgan city,35833.0
TX,Morgan Farm CDP,61316.0
TX,Morgan's Point city,76250.0
TX,Morgan's Point Resort city,66299.0
TX,Morning Glory CDP,28026.0
TX,Morse CDP,65000.0
TX,Morton city,29563.0
TX,Moulton town,47917.0
TX,Mountain City city,113125.0
TX,Mount Calm city,44000.0
TX,Mount Enterprise city,36731.0
TX,Mount Pleasant city,38903.0
TX,Mount Vernon town,35781.0
TX,Muenster city,59667.0
TX,Muleshoe city,35619.0
TX,Mullin town,23750.0
TX,Munday city,33850.0
TX,Muniz CDP,33715.0
TX,Murchison city,38750.0
TX,Murillo CDP,36293.0
TX,Murphy city,115387.0
TX,Mustang Ridge city,51917.0
TX,Myrtle Springs CDP,38109.0
TX,Nacogdoches city,32357.0
TX,Naples city,27609.0
TX,Nash city,40588.0
TX,Nassau Bay city,67905.0
TX,Natalia city,31650.0
TX,Navarro town,50750.0
TX,Navasota city,45650.0
TX,Nazareth city,56875.0
TX,Nederland city,57260.0
TX,Needville city,55385.0
TX,Nevada city,79028.0
TX,Newark city,52292.0
TX,New Berlin city,66250.0
TX,New Boston city,29221.0
TX,New Braunfels city,59721.0
TX,Newcastle city,29545.0
TX,New Chapel Hill city,49375.0
TX,New Deal town,42005.0
TX,New Fairview city,53229.0
TX,New Home city,48750.0
TX,New Hope town,81016.0
TX,New London city,36726.0
TX,New Summerfield city,41442.0
TX,New Territory CDP,131698.0
TX,Newton city,34286.0
TX,New Waverly city,24375.0
TX,Niederwald city,60417.0
TX,Nixon city,35833.0
TX,Nocona city,34028.0
TX,Nocona Hills CDP,47115.0
TX,Nolanville city,42366.0
TX,Nome city,63125.0
TX,Noonday city,63750.0
TX,Nordheim city,40417.0
TX,Normangee town,32000.0
TX,North Alamo CDP,31810.0
TX,North Cleveland city,30625.0
TX,Northlake town,58583.0
TX,North Pearsall CDP,40521.0
TX,North Richland Hills city,63766.0
TX,North San Pedro CDP,37730.0
TX,Novice city,19821.0
TX,Oak Grove town,85078.0
TX,Oakhurst CDP,78565.0
TX,Oak Island CDP,18984.0
TX,Oak Leaf city,95268.0
TX,Oak Point city,88723.0
TX,Oak Ridge town (Cooke County),42188.0
TX,Oak Ridge town (Kaufman County),65781.0
TX,Oak Ridge North city,88500.0
TX,Oak Trail Shores CDP,29267.0
TX,Oak Valley town,50625.0
TX,Oakwood town,46875.0
TX,Odem city,43103.0
TX,Odessa city,59337.0
TX,O'Donnell city,29185.0
TX,Oglesby city,49531.0
TX,Oilton CDP,53523.0
TX,Old River-Winfree city,60625.0
TX,Olivarez CDP,26107.0
TX,Olmito CDP,21027.0
TX,Olmos Park city,118917.0
TX,Olney city,36186.0
TX,Olton city,31522.0
TX,Omaha city,35238.0
TX,Onalaska city,33250.0
TX,Opdyke West town,37250.0
TX,Orange city,40126.0
TX,Orange Grove city,57083.0
TX,Orason CDP,48529.0
TX,Orchard city,36719.0
TX,Ore City city,38250.0
TX,Overton city,43295.0
TX,Ovilla city,90000.0
TX,Oyster Creek city,39063.0
TX,Ozona CDP,51458.0
TX,Paducah town,31859.0
TX,Paint Rock town,44583.0
TX,Palacios city,37873.0
TX,Palestine city,36348.0
TX,Palisades village,74063.0
TX,Palmer town,48661.0
TX,Palmhurst city,78068.0
TX,Palm Valley city,73571.0
TX,Palmview city,34358.0
TX,Palmview South CDP,30893.0
TX,Palo Blanco CDP,28864.0
TX,Paloma Creek CDP,76447.0
TX,Paloma Creek South CDP,107873.0
TX,Palo Pinto CDP,34583.0
TX,Pampa city,42205.0
TX,Panhandle town,73380.0
TX,Panorama Village city,61250.0
TX,Pantego town,65463.0
TX,Paradise city,48611.0
TX,Paris city,32025.0
TX,Parker city,136094.0
TX,Pasadena city,48004.0
TX,Pattison city,68750.0
TX,Patton Village city,40625.0
TX,Pawnee CDP,61875.0
TX,Payne Springs town,41875.0
TX,Pearland city,95972.0
TX,Pearsall city,33311.0
TX,Pecan Acres CDP,108646.0
TX,Pecan Gap city,40625.0
TX,Pecan Grove CDP,106466.0
TX,Pecan Hill city,52625.0
TX,Pecan Plantation CDP,87930.0
TX,Pecos city,46283.0
TX,Pelican Bay city,32008.0
TX,Penelope town,44732.0
TX,Penitas city,34057.0
TX,Perezville CDP,27054.0
TX,Perrin CDP,54265.0
TX,Perryton city,50482.0
TX,Petersburg city,40000.0
TX,Petrolia city,38173.0
TX,Petronila city,53438.0
TX,Pettus CDP,58750.0
TX,Pflugerville city,76459.0
TX,Pharr city,34708.0
TX,Pilot Point city,47292.0
TX,Pine Forest city,60893.0
TX,Pine Harbor CDP,19622.0
TX,Pinehurst CDP,46690.0
TX,Pinehurst city,39313.0
TX,Pine Island town,59464.0
TX,Pineland city,22794.0
TX,Pinewood Estates CDP,130500.0
TX,Pittsburg city,31353.0
TX,Placedo CDP,30260.0
TX,Plains town,46106.0
TX,Plainview city,43424.0
TX,Plano city,83793.0
TX,Pleak village,41098.0
TX,Pleasant Hill CDP,53382.0
TX,Pleasanton city,55494.0
TX,Pleasant Valley town,54659.0
TX,Plum Grove city,50139.0
TX,Point city,30417.0
TX,Point Blank city,49375.0
TX,Point Comfort city,63500.0
TX,Point Venture village,81094.0
TX,Ponder town,87258.0
TX,Port Aransas city,48604.0
TX,Port Arthur city,32863.0
TX,Port Isabel city,31765.0
TX,Portland city,62561.0
TX,Port Lavaca city,45560.0
TX,Port Mansfield CDP,12321.0
TX,Port Neches city,60768.0
TX,Port O'Connor CDP,57991.0
TX,Post city,48000.0
TX,Post Oak Bend City town,80938.0
TX,Poteet city,31100.0
TX,Poth town,60750.0
TX,Potosi CDP,76458.0
TX,Pottsboro town,53889.0
TX,Powderly CDP,52880.0
TX,Powell town,19500.0
TX,Poynor town,41364.0
TX,Prado Verde CDP,117917.0
TX,Prairie View city,29861.0
TX,Premont city,31100.0
TX,Presidio city,25668.0
TX,Preston CDP,44694.0
TX,Primera town,50966.0
TX,Princeton city,41667.0
TX,Progreso city,29088.0
TX,Progreso Lakes city,72188.0
TX,Prosper town,115203.0
TX,Providence Village town,85440.0
TX,Pueblo Nuevo CDP,18107.0
TX,Putnam town,30625.0
TX,Pyote town,52500.0
TX,Quail Creek CDP,52232.0
TX,Quanah city,31505.0
TX,Queen City city,35387.0
TX,Quemado CDP,10859.0
TX,Quinlan city,35707.0
TX,Quintana town,56250.0
TX,Quitaque city,32262.0
TX,Quitman city,41944.0
TX,Radar Base CDP,43028.0
TX,Ralls city,37574.0
TX,Ranchitos East CDP,15966.0
TX,Rancho Alegre CDP,30469.0
TX,Ranchos Penitas West CDP,30667.0
TX,Rancho Viejo town,64575.0
TX,Randolph AFB CDP,88250.0
TX,Ranger city,31250.0
TX,Rankin city,56544.0
TX,Ransom Canyon town,96389.0
TX,Ravenna city,51563.0
TX,Raymondville city,20938.0
TX,Realitos CDP,17279.0
TX,Redfield CDP,21250.0
TX,Redland CDP,40435.0
TX,Red Lick city,58690.0
TX,Red Oak city,67013.0
TX,Redwater city,43125.0
TX,Redwood CDP,47778.0
TX,Refugio town,36318.0
TX,Regino Ramirez CDP,16645.0
TX,Reid Hope King CDP,20660.0
TX,Reklaw city,32431.0
TX,Rendon CDP,77196.0
TX,Reno city (Lamar County),68523.0
TX,Reno city (Parker and Tarrant Counties),56463.0
TX,Retreat town,56058.0
TX,Rhome city,68125.0
TX,Rice city,44688.0
TX,Richardson city,72427.0
TX,Richland town,27321.0
TX,Richland Hills city,50126.0
TX,Richland Springs town,37500.0
TX,Richmond city,46559.0
TX,Richwood city,66311.0
TX,Riesel city,47500.0
TX,Rio Bravo city,25574.0
TX,Rio Grande City city,29597.0
TX,Rio Hondo city,37743.0
TX,Rio Vista city,54375.0
TX,Rising Star town,31776.0
TX,River Oaks city,43073.0
TX,Riverside city,46625.0
TX,Riviera CDP,44031.0
TX,Roanoke city,61358.0
TX,Roaring Springs town,30500.0
TX,Robert Lee city,41250.0
TX,Robinson city,72943.0
TX,Robstown city,30900.0
TX,Roby city,40511.0
TX,Rochester town,29792.0
TX,Rockdale city,34567.0
TX,Rockport city,47865.0
TX,Rocksprings town,34402.0
TX,Rockwall city,88810.0
TX,Rogers town,41563.0
TX,Rollingwood city,176250.0
TX,Roma city,19299.0
TX,Roman Forest town,93289.0
TX,Ropesville city,40000.0
TX,Roscoe city,41250.0
TX,Rosebud city,32250.0
TX,Rose City city,45875.0
TX,Rose Hill Acres city,67917.0
TX,Rosenberg city,44916.0
TX,Rosharon CDP,51456.0
TX,Rosita CDP,30179.0
TX,Ross city,49375.0
TX,Rosser village,41071.0
TX,Rotan city,33945.0
TX,Round Mountain town,50795.0
TX,Round Rock city,72412.0
TX,Round Top town,51250.0
TX,Rowlett city,83416.0
TX,Roxton city,22292.0
TX,Royse City city,75625.0
TX,Rule town,30652.0
TX,Runaway Bay city,80275.0
TX,Runge town,36016.0
TX,Rusk city,41864.0
TX,Sabinal city,36458.0
TX,Sachse city,89428.0
TX,Sadler city,41000.0
TX,Saginaw city,74903.0
TX,St. Hedwig town,72574.0
TX,St. Jo city,41667.0
TX,St. Paul town,88750.0
TX,Salado village,80507.0
TX,Saline_o CDP,9444.0
TX,Sammy Martinez CDP,40000.0
TX,Sam Rayburn CDP,77083.0
TX,San Angelo city,44802.0
TX,San Antonio city,46744.0
TX,San Augustine city,26144.0
TX,San Benito city,26158.0
TX,San Carlos CDP,25471.0
TX,Sanctuary town,59792.0
TX,Sanderson CDP,31458.0
TX,San Diego city,24273.0
TX,Sand Springs CDP,50438.0
TX,Sandy Hollow-Escondidas CDP,54964.0
TX,Sandy Point city,102321.0
TX,San Elizario city,22565.0
TX,San Felipe town,30804.0
TX,Sanford town,31250.0
TX,Sanger city,54103.0
TX,San Isidro CDP,43125.0
TX,San Juan city,33888.0
TX,San Juan CDP,18942.0
TX,San Leanna village,95139.0
TX,San Leon CDP,48298.0
TX,San Marcos city,28923.0
TX,San Patricio city,70500.0
TX,San Pedro CDP,46250.0
TX,San Perlita city,34375.0
TX,San Saba city,29878.0
TX,Sansom Park city,38109.0
TX,Santa Anna town,27396.0
TX,Santa Clara city,81518.0
TX,Santa Fe city,61674.0
TX,Santa Maria CDP,28182.0
TX,Santa Rosa town,19946.0
TX,Santa Rosa CDP,23049.0
TX,San Ygnacio CDP,31522.0
TX,Sarita CDP,36375.0
TX,Savannah CDP,101379.0
TX,Savoy city,37292.0
TX,Scenic Oaks CDP,145667.0
TX,Schertz city,74509.0
TX,Schulenburg city,34781.0
TX,Scissors CDP,22886.0
TX,Scotland city,60208.0
TX,Scottsville city,39167.0
TX,Scurry town,65625.0
TX,Seabrook city,82047.0
TX,Seadrift city,34336.0
TX,Seagoville city,43641.0
TX,Seagraves city,48750.0
TX,Sealy city,42926.0
TX,Sebastian CDP,16830.0
TX,Seco Mines CDP,12887.0
TX,Seguin city,38139.0
TX,Selma city,74753.0
TX,Seminole city,54063.0
TX,Serenada CDP,91042.0
TX,Seth Ward CDP,30165.0
TX,Seven Oaks city,55625.0
TX,Seven Points city,35764.0
TX,Seymour city,32346.0
TX,Shadybrook CDP,41171.0
TX,Shady Hollow CDP,105244.0
TX,Shady Shores town,96761.0
TX,Shallowater city,60938.0
TX,Shamrock city,41610.0
TX,Shavano Park city,175750.0
TX,Sheldon CDP,38138.0
TX,Shenandoah city,67750.0
TX,Shepherd city,32763.0
TX,Sherman city,42923.0
TX,Sherwood Shores CDP,31364.0
TX,Shiner city,46739.0
TX,Shoreacres city,107639.0
TX,Sienna Plantation CDP,132794.0
TX,Sierra Blanca CDP,45278.0
TX,Siesta Acres CDP,30471.0
TX,Siesta Shores CDP,22428.0
TX,Silsbee city,33550.0
TX,Silverton city,36458.0
TX,Simonton city,65833.0
TX,Sinton city,45313.0
TX,Skellytown town,54688.0
TX,Skidmore CDP,35060.0
TX,Slaton city,39167.0
TX,Smiley city,36875.0
TX,Smithville city,39330.0
TX,Smyer town,47500.0
TX,Snook city,50208.0
TX,Snyder city,51352.0
TX,Socorro city,30789.0
TX,Solis CDP,48429.0
TX,Somerset city,45568.0
TX,Somerville city,40375.0
TX,Sonora city,52688.0
TX,Sour Lake city,50030.0
TX,South Alamo CDP,19375.0
TX,South Fork Estates CDP,36583.0
TX,South Houston city,41309.0
TX,Southlake city,183125.0
TX,South La Paloma CDP,28523.0
TX,Southmayd city,48417.0
TX,South Mountain town,58333.0
TX,South Padre Island town,39301.0
TX,South Point CDP,44286.0
TX,Southside Place city,152292.0
TX,South Toledo Bend CDP,52500.0
TX,Spade CDP,42708.0
TX,Sparks CDP,20323.0
TX,Spearman city,43466.0
TX,Splendora city,37431.0
TX,Spofford city,33750.0
TX,Spring CDP,66484.0
TX,Spring Gardens CDP,39485.0
TX,Springlake town,35000.0
TX,Springtown city,47826.0
TX,Spring Valley Village city,175375.0
TX,Spur city,29875.0
TX,Stafford city,60423.0
TX,Stagecoach town,83750.0
TX,Stamford city,37685.0
TX,Stanton city,52396.0
TX,Staples city,42857.0
TX,Star Harbor city,70179.0
TX,Stephenville city,37825.0
TX,Sterling City city,53015.0
TX,Stinnett city,46490.0
TX,Stockdale city,41667.0
TX,Stowell CDP,51287.0
TX,Stratford city,48889.0
TX,Strawn city,29353.0
TX,Streetman town,56250.0
TX,Study Butte CDP,31319.0
TX,Sudan city,40972.0
TX,Sugar Land city,104939.0
TX,Sullivan City city,26688.0
TX,Sulphur Springs city,38000.0
TX,Sundown city,52841.0
TX,Sunnyvale town,124911.0
TX,Sunray city,49716.0
TX,Sunrise Beach Village city,60852.0
TX,Sunset CDP (Montague County),49360.0
TX,Sunset Valley city,131058.0
TX,Surfside Beach city,57059.0
TX,Sweeny city,46989.0
TX,Sweetwater city,32259.0
TX,Taft city,39333.0
TX,Taft Southwest CDP,33352.0
TX,Tahoka city,39313.0
TX,Talco city,22321.0
TX,Talty town,104014.0
TX,Tatum city,33250.0
TX,Taylor city,42793.0
TX,Taylor Lake Village city,131250.0
TX,Taylor Landing city,65625.0
TX,Teague city,45484.0
TX,Tehuacana town,47083.0
TX,Temple city,47475.0
TX,Tenaha town,23833.0
TX,Terlingua CDP,103063.0
TX,Terrell city,38055.0
TX,Terrell Hills city,148080.0
TX,Texarkana city,39113.0
TX,Texas City city,43702.0
TX,Texhoma city,54750.0
TX,Texline town,55375.0
TX,The Colony city,71488.0
TX,The Hills village,125357.0
TX,The Woodlands CDP,109917.0
TX,Thorndale city,46875.0
TX,Thornton town,37321.0
TX,Thorntonville town,56250.0
TX,Thrall city,37917.0
TX,Three Rivers city,42390.0
TX,Throckmorton town,33077.0
TX,Thunderbird Bay CDP,34185.0
TX,Tierra Bonita CDP,16202.0
TX,Tierra Grande CDP,212542.0
TX,Tierra Verde CDP,71118.0
TX,Tiki Island village,127167.0
TX,Tilden CDP,55250.0
TX,Timbercreek Canyon village,88542.0
TX,Timberwood Park CDP,111721.0
TX,Timpson city,22396.0
TX,Tioga town,59286.0
TX,Tira town,51667.0
TX,Tivoli CDP,34500.0
TX,Todd Mission city,34167.0
TX,Tolar city,62500.0
TX,Tomball city,44086.0
TX,Tom Bean city,44286.0
TX,Tool city,40200.0
TX,Tornillo CDP,27404.0
TX,Travis Ranch CDP,94593.0
TX,Trent town,39861.0
TX,Trenton city,33611.0
TX,Trinidad city,35729.0
TX,Trinity city,22331.0
TX,Trophy Club town,128750.0
TX,Troup city,29474.0
TX,Troy city,49779.0
TX,Tuleta CDP,30625.0
TX,Tulia city,31530.0
TX,Turkey city,26250.0
TX,Tuscola city,51667.0
TX,Tye city,32344.0
TX,Tyler city,42840.0
TX,Tynan CDP,33750.0
TX,Uhland city,40662.0
TX,Union Grove city,40000.0
TX,Union Valley city,78750.0
TX,Universal City city,57682.0
TX,University Park city,177098.0
TX,Utopia CDP,45096.0
TX,Uvalde city,38121.0
TX,Uvalde Estates CDP,31382.0
TX,Valley Mills city,51179.0
